,N,Commands,G,M,X,Y,Z,I,J,F,delta_xy,delta_X,delta_Y,delta_Z,delta_S,F_val,D_W,Werkzeug,Bearbeitung,S,D,T=,TurnOp,Toolchange,TURN,GCode,ENERGY|x,ENERGY|y,ENERGY|z,ENERGY|S,ENERGY|T
493,N394,MSG,   ,  ,6.44,-3.7969999999999997,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,10.0,001691_A,STANDARD,0,,,0,0,,STOPRE,0.0,0.0,0.0,-54.926010318,0.0
494,N396,MSG,   ,  ,6.44,-3.7969999999999997,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,10.0,001691_A,STANDARD,0,,,0,0,,_MODE=STEP_OLD FAST=0 _TEST=_SIM OR $P_SEARCH OR $P_ISTEST OR TESTRACK,0.0,0.0,0.0,-38.772486198,0.0
495,N396,MSG,   ,  ,6.44,-3.7969999999999997,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,10.0,001691_A,STANDARD,0,,,0,0,,_MODE=STEP_OLD FAST=0 _TEST=_SIM OR $P_SEARCH OR $P_ISTEST OR TESTRACK,0.0,0.0,0.0,-7.61350638,0.0
496,N464,MSG,   ,  ,6.44,-3.7969999999999997,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,10.0,001691_A,STANDARD,0,,,0,0,,    IF($AA_IM[_AX4]<$MN_USER_DATA_INT[83]-0.5)OR($AA_IM[_AX4]>$MN_USER_DATA_INT[84]+0.5),0.0,0.0,0.0,-17.321734094,0.0
497,N480,MSG,   ,  ,6.44,-3.7969999999999997,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,10.0,001691_A,STANDARD,0,,,0,0,,GETSELT(T_PR),0.0,0.0,0.0,-1.812739614,0.0
498,N542,M27 M28,   ,M27 M28 ,6.44,-3.7969999999999997,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,10.0,001691_A,STANDARD,0,,,0,0,,,0.0,0.0,0.0,-0.38268947600000003,0.0
499,N562,MSG,   ,  ,6.44,-3.7969999999999997,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,10.0,001691_A,STANDARD,0,,,0,0,,IF NOT M_ENABLE_TOOLCHANGE AND NOT _SIM AND NOT $P_ISTEST AND NOT TESTRACK AND NOT $P_SEARCH GOTOF FEHLER,0.0,0.0,0.0,0.0,0.0
500,N572,MSG,   ,  ,6.44,-3.7969999999999997,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,10.0,001691_A,STANDARD,0,,,0,0,,  IF ($AA_IM[_AX4]<$MN_USER_DATA_INT[83]-0.5) AND ($MA_POS_LIMIT_MINUS[AX4]>-360) GOTOF FEHLER3,0.0,0.0,0.0,0.0,0.0
501,N574,MSG,   ,  ,6.44,-3.7969999999999997,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,10.0,001691_A,STANDARD,0,,,0,0,,  IF ($AA_IM[_AX4]>$MN_USER_DATA_INT[84]+0.5) AND ($MA_POS_LIMIT_PLUS[AX4]<360) GOTOF FEHLER3,0.0,0.0,0.0,0.0,0.0
502,N626,MSG,   ,  ,6.44,-3.7969999999999997,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,10.0,001691_A,STANDARD,0,,,0,0,,STOPRE,0.0,0.0,0.0,0.0,0.0
503,N638,MSG,   ,  ,6.44,-3.7969999999999997,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,10.0,001691_A,STANDARD,0,,,0,0,,STOPRE,0.0,0.0,0.0,0.0,0.0
504,N640,MSG,   ,  ,6.44,-3.7969999999999997,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,10.0,001691_A,STANDARD,0,,,0,0,,_H_EIN=($AC_MARKER[3]==9999),0.0,0.0,0.0,0.0,0.0
505,N796,MSG,   ,  ,6.44,-3.7969999999999997,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,10.0,001691_A,STANDARD,0,,,0,0,,  STEP=1,0.0,0.0,0.0,0.0,0.0
506,N838,MSG,   ,  ,6.44,-3.7969999999999997,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,10.0,001691_A,STANDARD,0,,,0,0,,  FAST=1,0.0,0.0,0.0,0.0,0.0
507,N841,MSG,   ,  ,6.44,-3.7969999999999997,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,10.0,001691_A,STANDARD,0,,,0,0,,STOPRE,0.0,0.0,0.0,0.0,0.0
508,N864,MSG,   ,  ,6.44,-3.7969999999999997,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,10.0,001691_A,STANDARD,0,,,0,0,,    IF SPINDLE_GEAR AND NOT SPINDLE_REF,0.0,0.0,0.0,0.0,0.0
509,N912,G90, G90  ,  ,6.44,-3.7969999999999997,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,10.0,001691_A,STANDARD,0,D0,,0,0,,SPOS=0 POS[X]=_X FA[X]=RED_RAPID_SPEED POS[Y]=_Y FA[Y]=RED_RAPID_SPEED POS[Z]=_Z FA[Z,0.0,0.0,0.0,0.0,0.0
510,N912,G90, G90  ,  ,6.44,-3.7969999999999997,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,10.0,001691_A,STANDARD,0,D0,,0,0,,SPOS=0 POS[X]=_X FA[X]=RED_RAPID_SPEED POS[Y]=_Y FA[Y]=RED_RAPID_SPEED POS[Z]=_Z FA[Z,1148.8853020079998,163.76593501600001,-14.980029495999998,1.2890592819999998,0.0
511,N1000,MSG,   ,  ,6.44,-3.7969999999999997,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,10.0,001691_A,STANDARD,0,,,0,0,,STOPRE,0.0,0.0,0.0,0.0,0.0
512,N1020,MSG,   ,  ,6.44,-3.7969999999999997,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,10.0,001691_A,STANDARD,0,,,0,0,,  IF FUSE_PERIPHERAL,0.0,0.0,0.0,0.0,0.0
513,N1026,MSG,   ,  ,6.44,-3.7969999999999997,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,10.0,001691_A,STANDARD,0,,,0,0,,  IF ($MN_USER_DATA_HEX[92] B_AND 1) AND PICKUP AND NOT T_AKT AND CLAMPED AND WEISS_CLAMPED AND NOT CLAM,0.0,0.0,0.0,0.0,0.0
514,N1040,MSG,   ,  ,6.44,-3.7969999999999997,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,10.0,001691_A,STANDARD,0,,,0,0,,IF FAST GOTOF _FAST,0.0,0.0,0.0,0.0,0.0
515,N4020,MSG,   ,  ,6.44,-3.7969999999999997,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,10.0,001691_A,STANDARD,0,,,0,0,,   SETPIECE(0),0.0,0.0,0.0,0.0,0.0
516,N4023,MSG,   ,  ,6.44,-3.7969999999999997,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,10.0,001691_A,STANDARD,0,,,0,0,,IF _PREPARE_ACTIVE GOTOB MM99,0.0,0.0,0.0,0.0,0.0
517,N4024,MSG,   ,  ,6.44,-3.7969999999999997,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,10.0,001691_A,STANDARD,0,,,0,0,,STOPRE,0.0,0.0,0.0,0.0,0.0
518,N4026,MSG,   ,  ,6.44,-3.7969999999999997,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,10.0,001691_A,STANDARD,0,,,0,0,,STEP=2,0.0,0.0,0.0,0.0,0.0
519,N4034,G0 M106, G0  ,M106  ,0.0,0.0,610.0,0.0,0.0,,7.476015583183331,6.44,3.7969999999999997,0.0,0,0.0,10.0,001691_A,STANDARD,0,,,0,0,,,0.0,0.0,0.0,0.0,0.0
520,N4040,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,10.0,001691_A,STANDARD,0,,,0,0,,  SETPIECE(1),0.0,0.0,0.0,0.0,0.0
521,N4116,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,10.0,001691_A,STANDARD,0,,,0,0,,STOPRE,0.0,0.0,0.0,0.0,0.0
522,N4120,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,10.0,001691_A,STANDARD,0,,,0,0,,  IF AUTOMODE,0.0,0.0,0.0,0.0,0.0
523,N4148,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,10.0,001691_A,STANDARD,0,D1,,0,0,,,0.0,0.0,0.0,0.0,0.0
524,,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,10.0,001691_A,STANDARD,0,,,0,0,,STOPRE,0.0,0.0,0.0,0.0,0.0
525,,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,10.0,001691_A,STANDARD,0,,,0,0,,STOPRE,0.0,0.0,0.0,0.0,0.0
526,N4156,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,10.0,001691_A,STANDARD,0,,,0,0,,IF NOT ACTIVE_M84 AND NOT _TEST GOTOB MMM9,0.0,0.0,0.0,0.0,0.0
527,,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,10.0,001691_A,STANDARD,0,,,0,0,,STOPRE,0.0,0.0,0.0,0.0,0.0
528,,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,10.0,001691_A,STANDARD,0,,,0,0,,STOPRE,0.0,0.0,0.0,0.0,0.0
529,N4156,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,10.0,001691_A,STANDARD,0,,,0,0,,IF NOT ACTIVE_M84 AND NOT _TEST GOTOB MMM9,0.0,0.0,0.0,0.0,0.0
530,,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,10.0,001691_A,STANDARD,0,,,0,0,,STOPRE,0.0,0.0,0.0,0.0,0.0
531,,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,10.0,001691_A,STANDARD,0,,,0,0,,STOPRE,0.0,0.0,0.0,0.0,0.0
532,N4156,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,10.0,001691_A,STANDARD,0,,,0,0,,IF NOT ACTIVE_M84 AND NOT _TEST GOTOB MMM9,0.0,0.0,0.0,0.0,0.0
533,,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,10.0,001691_A,STANDARD,0,,,0,0,,STOPRE,0.0,0.0,0.0,0.0,0.0
534,,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,10.0,001691_A,STANDARD,0,,,0,0,,STOPRE,0.0,0.0,0.0,0.0,0.0
535,N4156,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,10.0,001691_A,STANDARD,0,,,0,0,,IF NOT ACTIVE_M84 AND NOT _TEST GOTOB MMM9,0.0,0.0,0.0,0.0,0.0
536,,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,10.0,001691_A,STANDARD,0,,,0,0,,STOPRE,0.0,0.0,0.0,0.0,0.0
537,,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,10.0,001691_A,STANDARD,0,,,0,0,,STOPRE,0.0,0.0,0.0,0.0,0.0
538,N4156,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,10.0,001691_A,STANDARD,0,,,0,0,,IF NOT ACTIVE_M84 AND NOT _TEST GOTOB MMM9,0.0,0.0,0.0,0.0,0.0
539,,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,10.0,001691_A,STANDARD,0,,,0,0,,STOPRE,0.0,0.0,0.0,0.0,0.0
540,,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,10.0,001691_A,STANDARD,0,,,0,0,,STOPRE,0.0,0.0,0.0,0.0,0.0
541,N4156,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,10.0,001691_A,STANDARD,0,,,0,0,,IF NOT ACTIVE_M84 AND NOT _TEST GOTOB MMM9,0.0,0.0,0.0,0.0,0.0
542,,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,10.0,001691_A,STANDARD,0,,,0,0,,STOPRE,0.0,0.0,0.0,0.0,0.0
543,,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,10.0,001691_A,STANDARD,0,,,0,0,,STOPRE,0.0,0.0,0.0,0.0,0.0
544,N4156,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,10.0,001691_A,STANDARD,0,,,0,0,,IF NOT ACTIVE_M84 AND NOT _TEST GOTOB MMM9,0.0,0.0,0.0,0.0,0.0
545,,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,10.0,001691_A,STANDARD,0,,,0,0,,STOPRE,0.0,0.0,0.0,0.0,0.0
546,,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,10.0,001691_A,STANDARD,0,,,0,0,,STOPRE,0.0,0.0,0.0,0.0,0.0
547,N4156,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,10.0,001691_A,STANDARD,0,,,0,0,,IF NOT ACTIVE_M84 AND NOT _TEST GOTOB MMM9,0.0,0.0,0.0,0.0,0.0
548,,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,10.0,001691_A,STANDARD,0,,,0,0,,STOPRE,0.0,0.0,0.0,0.0,0.0
549,,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,10.0,001691_A,STANDARD,0,,,0,0,,STOPRE,0.0,0.0,0.0,0.0,0.0
550,N4156,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,10.0,001691_A,STANDARD,0,,,0,0,,IF NOT ACTIVE_M84 AND NOT _TEST GOTOB MMM9,0.0,0.0,0.0,0.0,0.0
551,,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,10.0,001691_A,STANDARD,0,,,0,0,,STOPRE,0.0,0.0,0.0,0.0,0.0
552,,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,10.0,001691_A,STANDARD,0,,,0,0,,STOPRE,0.0,0.0,0.0,0.0,0.0
553,N4156,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,10.0,001691_A,STANDARD,0,,,0,0,,IF NOT ACTIVE_M84 AND NOT _TEST GOTOB MMM9,0.0,0.0,0.0,0.0,0.0
554,,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,10.0,001691_A,STANDARD,0,,,0,0,,STOPRE,0.0,0.0,0.0,0.0,0.0
555,,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,10.0,001691_A,STANDARD,0,,,0,0,,STOPRE,0.0,0.0,0.0,0.0,0.0
556,N4156,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,10.0,001691_A,STANDARD,0,,,0,0,,IF NOT ACTIVE_M84 AND NOT _TEST GOTOB MMM9,0.0,0.0,0.0,0.0,0.0
557,,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,10.0,001691_A,STANDARD,0,,,0,0,,STOPRE,0.0,0.0,0.0,0.0,0.0
558,,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,10.0,001691_A,STANDARD,0,,,0,0,,STOPRE,0.0,0.0,0.0,0.0,0.0
559,N4156,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,10.0,001691_A,STANDARD,0,,,0,0,,IF NOT ACTIVE_M84 AND NOT _TEST GOTOB MMM9,0.0,0.0,0.0,0.0,0.0
560,N4158,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,10.0,001691_A,STANDARD,0,,,0,0,,RET,0.0,0.0,0.0,0.0,0.0
561,N344,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,10.0,001691_A,STANDARD,0,,"T=""001688_A""",0,1,,,0.0,0.0,0.0,0.0,0.0
562,,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,10.0,001691_A,STANDARD,0,,,0,0,,"WRTPR(""GROUP_BEGIN(""<<_LEVEL<<"",""<<_NAME<<"",""<<_SP<<"")"",1)",0.0,0.0,0.0,0.0,0.0
563,,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,10.0,001691_A,STANDARD,0,,,0,0,,"WRTPR(""GROUP_END(""<<_LEVEL<<"",""<<_SP<<"")"",1)",0.0,0.0,0.0,0.0,0.0
564,,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,10.0,001691_A,STANDARD,0,,,0,0,,"WRTPR(""GROUP_BEGIN(""<<_LEVEL<<"",""<<_NAME<<"",""<<_SP<<"")"",1)",0.0,0.0,0.0,0.0,0.0
565,,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,10.0,001691_A,STANDARD,0,,,0,0,,"WRTPR(""GROUP_END(""<<_LEVEL<<"",""<<_SP<<"")"",1)",0.0,0.0,0.0,0.0,0.0
566,,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,10.0,001691_A,STANDARD,0,,,0,0,,"WRTPR(""GROUP_BEGIN(""<<_LEVEL<<"",""<<_NAME<<"",""<<_SP<<"")"",1)",0.0,0.0,0.0,0.0,0.0
567,,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,10.0,001691_A,STANDARD,0,,,0,0,,"WRTPR(""GROUP_END(""<<_LEVEL<<"",""<<_SP<<"")"",1)",0.0,0.0,0.0,0.0,0.0
568,,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,10.0,001691_A,STANDARD,0,,,0,0,,"WRTPR(""GROUP_BEGIN(""<<_LEVEL<<"",""<<_NAME<<"",""<<_SP<<"")"",1)",0.0,0.0,0.0,0.0,0.0
569,,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,10.0,001691_A,STANDARD,0,,,0,0,,"WRTPR(""GROUP_END(""<<_LEVEL<<"",""<<_SP<<"")"",1)",0.0,0.0,0.0,0.0,0.0
570,,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,10.0,001691_A,STANDARD,0,,,0,0,,"WRTPR(""GROUP_BEGIN(""<<_LEVEL<<"",""<<_NAME<<"",""<<_SP<<"")"",1)",0.0,0.0,0.0,0.0,0.0
571,,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,10.0,001691_A,STANDARD,0,,,0,0,,"WRTPR(""GROUP_END(""<<_LEVEL<<"",""<<_SP<<"")"",1)",0.0,0.0,0.0,0.0,0.0
572,,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,10.0,001691_A,STANDARD,0,,,0,0,,"WRTPR(""GROUP_BEGIN(""<<_LEVEL<<"",""<<_NAME<<"",""<<_SP<<"")"",1)",0.0,0.0,0.0,0.0,0.0
573,,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,10.0,001691_A,STANDARD,0,,,0,0,,STOPRE,0.0,0.0,0.0,0.0,0.112210694
574,,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,10.0,001691_A,STANDARD,0,,,0,0,,"WRTPR(""GROUP_BEGIN(""<<_LEVEL<<"",""<<_NAME<<"",""<<_SP<<"")"",1)",0.0,0.0,0.0,0.0,0.07854749
575,,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,10.0,001691_A,STANDARD,0,,,0,0,,"WRTPR(""GROUP_END(""<<_LEVEL<<"",""<<_SP<<"")"",1)",0.0,0.0,0.0,0.0,0.110206938
576,,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,10.0,001691_A,STANDARD,0,,,0,0,,"WRTPR(""GROUP_BEGIN(""<<_LEVEL<<"",""<<_NAME<<"",""<<_SP<<"")"",1)",0.0,0.0,0.0,0.0,0.119023492
577,,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,10.0,001691_A,STANDARD,0,,,0,0,,"WRTPR(""GROUP_END(""<<_LEVEL<<"",""<<_SP<<"")"",1)",0.0,0.0,0.0,0.0,0.11261145
578,,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,10.0,001691_A,STANDARD,0,,,0,0,,"WRTPR(""GROUP_BEGIN(""<<_LEVEL<<"",""<<_NAME<<"",""<<_SP<<"")"",1)",0.0,0.0,0.0,0.0,0.12343176800000001
579,,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,10.0,001691_A,STANDARD,0,,,0,0,,"WRTPR(""GROUP_END(""<<_LEVEL<<"",""<<_SP<<"")"",1)",0.0,0.0,0.0,0.0,0.16470927600000002
580,,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,10.0,001691_A,STANDARD,0,,,0,0,,"WRTPR(""GROUP_BEGIN(""<<_LEVEL<<"",""<<_NAME<<"",""<<_SP<<"")"",1)",0.0,0.0,0.0,0.0,0.224822154
581,,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,10.0,001691_A,STANDARD,0,,,0,0,,"WRTPR(""GROUP_END(""<<_LEVEL<<"",""<<_SP<<"")"",1)",0.0,0.0,0.0,0.0,0.27892373800000003
582,,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,10.0,001691_A,STANDARD,0,,,0,0,,"WRTPR(""GROUP_BEGIN(""<<_LEVEL<<"",""<<_NAME<<"",""<<_SP<<"")"",1)",0.0,0.0,0.0,0.0,0.29094631600000004
583,,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,10.0,001691_A,STANDARD,0,,,0,0,,"WRTPR(""GROUP_END(""<<_LEVEL<<"",""<<_SP<<"")"",1)",0.0,0.0,0.0,0.0,0.310583186
584,,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,10.0,001691_A,STANDARD,0,,,0,0,,"WRTPR(""GROUP_BEGIN(""<<_LEVEL<<"",""<<_NAME<<"",""<<_SP<<"")"",1)",0.0,0.0,0.0,0.0,0.35426521
585,,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,10.0,001691_A,STANDARD,0,,,0,0,,"WRTPR(""GROUP_END(""<<_LEVEL<<"",""<<_SP<<"")"",1)",0.0,0.0,0.0,0.0,0.41237432
586,,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,10.0,001691_A,STANDARD,0,,,0,0,,"WRTPR(""GROUP_BEGIN(""<<_LEVEL<<"",""<<_NAME<<"",""<<_SP<<"")"",1)",0.0,0.0,0.0,0.0,0.4528503220000001
587,N800410,G0 G40 G60, G0 G40 G60,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,10.0,001691_A,STANDARD,0,,,0,0,,G90 Z=$TC_CARR40[_TC1]-_TOOLL[2]*_FAK1,0.0,0.0,0.0,0.0,1.90878415
588,N800410,G0 G40 G60, G0 G40 G60,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,10.0,001691_A,STANDARD,0,,,0,0,,G90 Z=$TC_CARR40[_TC1]-_TOOLL[2]*_FAK1,0.0,0.0,44.923392113999995,0.0,54.29915827799999
589,,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,10.0,001691_A,STANDARD,0,,,0,0,,"WRTPR(""GROUP_BEGIN(""<<_LEVEL<<"",""<<_NAME<<"",""<<_SP<<"")"",1)",0.0,0.0,0.0,0.0,2.2734689240000003
590,,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,10.0,001691_A,STANDARD,0,,,0,0,,"WRTPR(""GROUP_END(""<<_LEVEL<<"",""<<_SP<<"")"",1)",0.0,0.0,0.0,0.0,2.287896014
591,,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,10.0,001691_A,STANDARD,0,,,0,0,,RET,0.0,0.0,0.0,0.0,2.151239412
592,,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,10.0,001691_A,STANDARD,0,,,0,0,,"WRTPR(""SWIVEL(1)"",1)",0.0,0.0,0.0,0.0,2.0610701000000002
593,,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,10.0,001691_A,STANDARD,0,D=$P_TOOL,,0,0,,,0.0,0.0,0.0,0.0,21.025079082
594,,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,10.0,001691_A,STANDARD,0,,,0,0,,"WRTPR(""GROUP_BEGIN(""<<_LEVEL<<"",""<<_NAME<<"",""<<_SP<<"")"",1)",0.0,0.0,0.0,0.0,2.289499024
595,,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,10.0,001691_A,STANDARD,0,,,0,0,,"WRTPR(""GROUP_END(""<<_LEVEL<<"",""<<_SP<<"")"",1)",0.0,0.0,0.0,0.0,2.198528208
