,N,Commands,G,M,X,Y,Z,I,J,F,delta_xy,delta_X,delta_Y,delta_Z,delta_S,F_val,D_W,Werkzeug,Bearbeitung,S,D,T=,TurnOp,Toolchange,TURN,GCode,ENERGY|x,ENERGY|y,ENERGY|z,ENERGY|S,ENERGY|T
596,,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,10.0,001691_A,STANDARD,0,,,0,0,,"WRTPR(""GROUP_BEGIN(""<<_LEVEL<<"",""<<_NAME<<"",""<<_SP<<"")"",1)",0.0,0.0,0.0,0.0,2.150037154
597,,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,10.0,001691_A,STANDARD,0,,,0,0,,"WRTPR(""GROUP_END(""<<_LEVEL<<"",""<<_SP<<"")"",1)",0.0,0.0,0.0,0.0,2.134407806
598,,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,10.0,001691_A,STANDARD,0,,,0,0,,"WRTPR(""GROUP_BEGIN(""<<_LEVEL<<"",""<<_NAME<<"",""<<_SP<<"")"",1)",0.0,0.0,0.0,0.0,2.2045394940000005
599,,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,10.0,001691_A,STANDARD,0,,,0,0,,"WRTPR(""GROUP_END(""<<_LEVEL<<"",""<<_SP<<"")"",1)",0.0,0.0,0.0,0.0,2.362435978
600,,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,10.0,001691_A,STANDARD,0,,,0,0,,"WRTPR(""GROUP_BEGIN(""<<_LEVEL<<"",""<<_NAME<<"",""<<_SP<<"")"",1)",0.0,0.0,0.0,0.0,2.317551698
601,,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,10.0,001691_A,STANDARD,0,,,0,0,,"WRTPR(""GROUP_END(""<<_LEVEL<<"",""<<_SP<<"")"",1)",0.0,0.0,0.0,0.0,2.08190923
602,,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,10.0,001691_A,STANDARD,0,,,0,0,,"WRTPR(""GROUP_BEGIN(""<<_LEVEL<<"",""<<_NAME<<"",""<<_SP<<"")"",1)",0.0,0.0,0.0,0.0,1.996548948
603,,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,10.0,001691_A,STANDARD,0,,,0,0,,"WRTPR(""GROUP_END(""<<_LEVEL<<"",""<<_SP<<"")"",1)",0.0,0.0,0.0,0.0,2.1103626560000004
604,,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,10.0,001691_A,STANDARD,0,,,0,0,,"WRTPR(""GROUP_BEGIN(""<<_LEVEL<<"",""<<_NAME<<"",""<<_SP<<"")"",1)",0.0,0.0,0.0,0.0,2.2882967659999998
605,,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,10.0,001691_A,STANDARD,0,,,0,0,,"WRTPR(""GROUP_BEGIN(""<<_LEVEL<<"",""<<_NAME<<"",""<<_SP<<"")"",1)",0.0,0.0,0.0,0.0,2.1636627400000004
606,,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,10.0,001691_A,STANDARD,0,,,0,0,,"WRTPR(""GROUP_END(""<<_LEVEL<<"",""<<_SP<<"")"",1)",0.0,0.0,0.0,0.0,2.136411568
607,,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,10.0,001691_A,STANDARD,0,,,0,0,,"WRTPR(""SWIVEL(0)"",1)",0.0,0.0,0.0,0.0,2.11236642
608,,G4,G4   ,  ,0.0,0.0,610.0,0.0,0.0,0 ,0.0,0.0,0.0,0.0,0,0.0,10.0,001691_A,STANDARD,0,,,0,0,,,0.0,0.0,0.0,0.0,4.8903827380000005
609,,M17,   ,M17  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,10.0,001691_A,STANDARD,0,,,0,0,,,0.0,0.0,0.0,0.0,2.158052204
610,N356,G0 M3,G0   ,  M3,16.0,21.044,610.0,0.0,0.0,,26.435770009591174,16.0,21.044,0.0,10000,0.0,10.0,001691_A,STANDARD,10000,D1,,0,0,,,1163.484639282,176.859752052,0.0,15693.873777833998,391.460651106
611,N358,G0,G0   ,  ,16.0,21.044,5.0,0.0,0.0,,0.0,0.0,0.0,-605.0,0,0.0,10.0,001691_A,STANDARD,10000,,,0,0,,,0.0,0.0,-260.74801710599996,12792.785440506,44.501561200000005
612,N360,M168,   ,M168  ,16.0,21.044,5.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,10.0,001691_A,STANDARD,10000,,,0,0,,,0.0,0.0,0.0,25.942318032,0.0
613,N362,G0,G0   ,  ,16.0,21.044,-5.0,0.0,0.0,,0.0,0.0,0.0,-10.0,0,0.0,10.0,001691_A,STANDARD,10000,,,0,0,,,0.0,0.0,-22.429972858000003,200.811266188,0.0
614,N364,G94 G1 G90,G94 G1 G90 ,  ,16.0,21.044,-8.0,0.0,0.0,F_ENG ,0.0,0.0,0.0,-3.0,0,0.0,10.0,001691_A,STANDARD,10000,,,0,0,,,0.0,0.0,-7.453282602000001,200.448718232,0.0
615,N366,G94 G1 G90,G94 G1 G90 ,  ,9.0,21.044,-8.0,0.0,0.0,,7.0,7.0,0.0,0.0,0,0.0,10.0,001691_A,STANDARD,10000,,,0,0,,,3.974837308,0.0,0.0,400.63559634,0.0
616,N368,G94 G1 G90,G94 G1 G90 ,  ,9.0,18.92,-8.0,0.0,0.0,F_CUT ,2.1239999999999988,0.0,2.1239999999999988,0.0,0,0.0,10.0,001691_A,STANDARD,10000,,,0,0,,,0.0,1.76785624,0.0,168.040962252,0.0
617,N370,G2,G2   ,  ,8.693,16.590999999999998,-8.0,-9.0,0.0,,2.3491466535744463,0.3070000000000004,2.329000000000004,0.0,0,0.0,10.0,001691_A,STANDARD,10000,,,0,0,,,0.072222864,1.972271628,0.0,177.44706670600002,0.0
618,N372,G1,G1   ,  ,8.56,16.093,-8.0,0.0,0.0,,0.515454168670695,0.13299999999999912,0.49799999999999756,0.0,0,0.0,10.0,001691_A,STANDARD,10000,,,0,0,,,0.03869082,0.38861389399999996,0.0,94.70557408599998,0.0
619,N374,G2,G2   ,  ,4.118,14.297,-8.0,-2.898,0.7759999999999999,,4.791344279009806,4.442,1.7959999999999994,0.0,0,0.0,10.0,001691_A,STANDARD,10000,,,0,0,,,2.4581570100000003,1.999227562,0.0,350.644266054,0.0
620,N376,G2,G2,  ,-4.118,14.297,-8.0,-4.118,-6.859,,8.236,8.236,0.0,0.0,0,0.0,10.0,001691_A,STANDARD,10000,,,0,0,,,4.707383591999999,1.5319923859999998,0.0,508.31232941,0.0
621,N378,G2,G2   ,  ,-8.56,16.093,-8.0,-1.544,2.572,,4.791344279009806,4.442,1.7959999999999994,0.0,0,0.0,10.0,001691_A,STANDARD,10000,,,0,0,,,2.4633157500000005,2.062124604,0.0,325.91044110599995,0.0
622,N380,G1,G1   ,  ,-8.693,16.590999999999998,-8.0,0.0,0.0,,0.515454168670695,0.13299999999999912,0.49799999999999756,0.0,0,0.0,10.0,001691_A,STANDARD,10000,,,0,0,,,0.033532044,0.39759919,0.0,92.28858792399998,0.0
623,N382,G2,G2   ,  ,-9.0,18.92,-8.0,8.693,2.329,,2.3491466535744463,0.3070000000000004,2.329000000000004,0.0,0,0.0,10.0,001691_A,STANDARD,10000,,,0,0,,,0.074802252,2.075602494,0.0,175.47319467399998,0.0
624,N384,G1,G1   ,  ,-9.0,23.166999999999998,-8.0,0.0,0.0,,4.246999999999996,0.0,4.246999999999996,0.0,0,0.0,10.0,001691_A,STANDARD,10000,,,0,0,,,0.0,3.838966074,0.0,268.3257460360001,0.0
625,N386,G2,G2   ,  ,-8.63,23.272,-8.0,0.2,-0.001,,0.3846101922726431,0.3699999999999992,0.10500000000000043,0.0,0,0.0,10.0,001691_A,STANDARD,10000,,,0,0,,,0.275994538,0.18644482399999998,0.0,88.28041921399999,0.0
626,N388,G2,G2,  ,8.63,23.272,-8.0,8.63,5.267,,17.26,17.26,0.0,0.0,0,0.0,10.0,001691_A,STANDARD,10000,,,0,0,,,11.586612035999998,7.556630871999999,0.0,1050.52288965,0.0
627,N390,G2,G2   ,  ,9.0,23.166999999999998,-8.0,0.17,-0.105,,0.3846101922726431,0.3699999999999992,0.10500000000000043,0.0,0,0.0,10.0,001691_A,STANDARD,10000,,,0,0,,,0.283732706,0.19992276,0.0,84.35281671800001,0.0
628,N392,G1,G1   ,  ,9.0,21.044,-8.0,0.0,0.0,,2.1229999999999976,0.0,2.1229999999999976,0.0,0,0.0,10.0,001691_A,STANDARD,10000,,,0,0,,,0.0,1.7543782940000001,0.0,166.933176928,0.0
629,N394,G1,G1   ,  ,16.0,21.044,-8.0,0.0,0.0,F_RET ,7.0,7.0,0.0,0.0,0,0.0,10.0,001691_A,STANDARD,10000,,,0,0,,,5.01948947,0.0,0.0,404.42220794599996,0.0
630,N396,G1,G1   ,  ,16.0,21.044,-5.0,0.0,0.0,,0.0,0.0,0.0,3.0,0,0.0,10.0,001691_A,STANDARD,10000,,,0,0,,,0.0,0.0,12.134959274000002,208.28378169400003,0.0
631,N398,G0,G0   ,  ,16.0,21.044,-2.0,0.0,0.0,,0.0,0.0,0.0,3.0,0,0.0,10.0,001691_A,STANDARD,10000,,,0,0,,,0.0,0.0,12.47222697,142.32020126999996,0.0
632,N400,G0,G0   ,  ,14.811,28.538,-2.0,0.0,0.0,,7.587737278003239,1.189,7.494,0.0,0,0.0,10.0,001691_A,STANDARD,10000,,,0,0,,,0.50813947,9.22564873,0.0,217.22663042,0.0
633,N402,G0,G0   ,  ,14.811,28.538,-5.0,0.0,0.0,,0.0,0.0,0.0,-3.0,0,0.0,10.0,001691_A,STANDARD,10000,,,0,0,,,0.0,0.0,-7.356443373999999,137.304955,0.0
634,N404,G1,G1   ,  ,14.811,28.538,-8.0,0.0,0.0,F_ENG ,0.0,0.0,0.0,-3.0,0,0.0,10.0,001691_A,STANDARD,10000,,,0,0,,,0.0,0.0,-7.486675442,199.28050827200002,0.0
635,N406,G1,G1   ,  ,10.054,26.500999999999998,-8.0,0.0,0.0,,5.174786758891617,4.757,2.0370000000000026,0.0,0,0.0,10.0,001691_A,STANDARD,10000,,,0,0,,,2.566491332,1.437646784,0.0,304.62082142400004,0.0
636,N408,G1,G1   ,  ,8.625,23.864,-8.0,0.0,0.0,,2.999301585369498,1.4290000000000003,2.636999999999997,0.0,0,0.0,10.0,001691_A,STANDARD,10000,,,0,0,,,0.6525851819999999,2.212628204,0.0,203.89292352799998,0.0
637,N410,G2,G2   ,  ,-8.625,23.864,-8.0,-8.625,4.675,F_CUT ,17.25,17.25,0.0,0.0,0,0.0,10.0,001691_A,STANDARD,10000,,,0,0,,,9.360600026,8.05756091,0.0,1094.653028386,0.0
638,N412,G1,G1   ,  ,-10.054,26.500999999999998,-8.0,0.0,0.0,F_RET ,2.999301585369498,1.4290000000000003,2.636999999999997,0.0,0,0.0,10.0,001691_A,STANDARD,10000,,,0,0,,,0.673220288,2.338422296,0.0,199.32079139400003,0.0
639,N414,G1,G1   ,  ,-14.811,28.538,-8.0,0.0,0.0,,5.174786758891617,4.757,2.0370000000000026,0.0,0,0.0,10.0,001691_A,STANDARD,10000,,,0,0,,,2.705778298,1.549962956,0.0,301.6197303,0.0
640,N416,G1,G1   ,  ,-14.811,28.538,-5.0,0.0,0.0,,0.0,0.0,0.0,3.0,0,0.0,10.0,001691_A,STANDARD,10000,,,0,0,,,0.0,0.0,12.098227144,197.04479610000007,0.0
641,N418,G0,G0   ,  ,-14.811,28.538,5.0,0.0,0.0,,0.0,0.0,0.0,10.0,0,0.0,10.0,001691_A,STANDARD,10000,,,0,0,,,0.0,0.0,44.095249596,192.27124846400002,0.0
642,N420,G0,G0   ,  ,16.0,36.033,5.0,0.0,0.0,,31.709505609517155,30.811,7.495000000000001,0.0,0,0.0,10.0,001691_A,STANDARD,10000,,,0,0,,,40.024366836,7.969954174000001,0.0,326.37369683599997,0.0
643,N422,G0,G0   ,  ,16.0,36.033,-5.0,0.0,0.0,,0.0,0.0,0.0,-10.0,0,0.0,10.0,001691_A,STANDARD,10000,,,0,0,,,0.0,0.0,-22.513454961999997,194.345828242,0.0
644,N424,G1,G1   ,  ,16.0,36.033,-8.0,0.0,0.0,F_ENG ,0.0,0.0,0.0,-3.0,0,0.0,10.0,001691_A,STANDARD,10000,,,0,0,,,0.0,0.0,-7.550121843999999,199.602773136,0.0
645,N426,G1,G1   ,  ,9.0,36.033,-8.0,0.0,0.0,,7.0,7.0,0.0,0.0,0,0.0,10.0,001691_A,STANDARD,10000,,,0,0,,,3.930987714000001,0.0,0.0,395.66063319,0.0
646,N428,G1,G1   ,  ,9.0,33.91,-8.0,0.0,0.0,F_CUT ,2.1230000000000047,0.0,2.1230000000000047,0.0,0,0.0,10.0,001691_A,STANDARD,10000,,,0,0,,,0.0,1.765609912,0.0,164.35505838200004,0.0
647,N430,G2,G2   ,  ,8.63,33.805,-8.0,-0.2,0.001,,0.38461019227264215,0.3699999999999992,0.10499999999999687,0.0,0,0.0,10.0,001691_A,STANDARD,10000,,,0,0,,,0.22956555399999998,0.19093747,0.0,91.70448294200001,0.0
648,N432,G2,G2,  ,-8.63,33.805,-8.0,-8.63,-5.267,,17.26,17.26,0.0,0.0,0,0.0,10.0,001691_A,STANDARD,10000,,,0,0,,,9.456037392,7.6509764439999985,0.0,1116.1642051979998,0.0
649,N434,G2,G2   ,  ,-9.0,33.91,-8.0,-0.17,0.105,,0.38461019227264215,0.3699999999999992,0.10499999999999687,0.0,0,0.0,10.0,001691_A,STANDARD,10000,,,0,0,,,0.22698616600000002,0.20441540800000002,0.0,86.87051063999998,0.0
650,N436,G1,G1   ,  ,-9.0,38.157,-8.0,0.0,0.0,,4.247,0.0,4.247,0.0,0,0.0,10.0,001691_A,STANDARD,10000,,,0,0,,,0.0,3.8254881380000003,0.0,268.10418897799997,0.0
651,N438,G2,G2   ,  ,-8.693,40.486,-8.0,9.0,0.0,,2.3491466535744427,0.3070000000000004,2.3290000000000006,0.0,0,0.0,10.0,001691_A,STANDARD,10000,,,0,0,,,0.08511980400000001,2.118282626,0.0,173.21734094200008,0.0
652,N440,G1,G1   ,  ,-8.56,40.983999999999995,-8.0,0.0,0.0,,0.515454168670695,0.13299999999999912,0.49799999999999756,0.0,0,0.0,10.0,001691_A,STANDARD,10000,,,0,0,,,0.04384959599999999,0.422308742,0.0,91.946181566,0.0
653,N442,G2,G2   ,  ,-4.118,42.78,-8.0,2.898,-0.7759999999999999,,4.791344279009809,4.442,1.7960000000000065,0.0,0,0.0,10.0,001691_A,STANDARD,10000,,,0,0,,,2.8966529939999996,2.158716486,0.0,335.21583779800005,0.0
654,N444,G2,G2,  ,4.118,42.78,-8.0,4.118,6.859,,8.236,8.236,0.0,0.0,0,0.0,10.0,001691_A,STANDARD,10000,,,0,0,,,5.638542685999999,1.5409776899999998,0.0,497.6373072219999,0.0
655,N446,G2,G2   ,  ,8.56,40.983999999999995,-8.0,1.544,-2.572,,4.791344279009809,4.442,1.7960000000000065,0.0,0,0.0,10.0,001691_A,STANDARD,10000,,,0,0,,,2.9791933939999997,2.0486466560000003,0.0,328.42813500799997,0.0
656,N448,G1,G1   ,  ,8.693,40.486,-8.0,0.0,0.0,,0.515454168670695,0.13299999999999912,0.49799999999999756,0.0,0,0.0,10.0,001691_A,STANDARD,10000,,,0,0,,,0.04384959599999999,0.37738227799999996,0.0,91.019670194,0.0
657,N450,G2,G2   ,  ,9.0,38.157,-8.0,-8.693,-2.329,,2.3491466535744427,0.3070000000000004,2.3290000000000006,0.0,0,0.0,10.0,001691_A,STANDARD,10000,,,0,0,,,0.121231236,1.97451796,0.0,171.42474286600003,0.0
658,N452,G1,G1   ,  ,9.0,36.033,-8.0,0.0,0.0,,2.1239999999999952,0.0,2.1239999999999952,0.0,0,0.0,10.0,001691_A,STANDARD,10000,,,0,0,,,0.0,1.81502901,0.0,165.080154226,0.0
659,N454,G1,G1   ,  ,16.0,36.033,-8.0,0.0,0.0,F_RET ,7.0,7.0,0.0,0.0,0,0.0,10.0,001691_A,STANDARD,10000,,,0,0,,,4.991116204000001,0.0,0.0,390.50439603,0.0
660,N456,G1,G1   ,  ,16.0,36.033,-5.0,0.0,0.0,,0.0,0.0,0.0,3.0,0,0.0,10.0,001691_A,STANDARD,10000,,,0,0,,,0.0,0.0,12.054816438,199.179800504,0.0
661,N458,G0,G0   ,  ,16.0,36.033,5.0,0.0,0.0,,0.0,0.0,0.0,10.0,0,0.0,10.0,001691_A,STANDARD,10000,,,0,0,,,0.0,0.0,44.028463912,195.232056468,0.0
662,N460,G0,G0   ,  ,-14.811,28.538,5.0,0.0,0.0,,31.709505609517155,30.811,7.495000000000001,0.0,0,0.0,10.0,001691_A,STANDARD,10000,,,0,0,,,36.37195311799999,7.516196924000001,0.0,326.675820068,0.0
663,N462,G0,G0   ,  ,-14.811,28.538,-5.0,0.0,0.0,,0.0,0.0,0.0,-10.0,0,0.0,10.0,001691_A,STANDARD,10000,,,0,0,,,0.0,0.0,-22.56020494,191.12317999400003,0.0
664,N464,G1,G1   ,  ,-14.811,28.538,-8.0,0.0,0.0,F_ENG ,0.0,0.0,0.0,-3.0,0,0.0,10.0,001691_A,STANDARD,10000,,,0,0,,,0.0,0.0,-7.566818268,194.486819066,0.0
665,N466,G1,G1   ,  ,-10.054,30.576,-8.0,0.0,0.0,,5.175180479944636,4.757,2.0380000000000003,0.0,0,0.0,10.0,001691_A,STANDARD,10000,,,0,0,,,3.133956716,1.525253402,0.0,299.76670755200007,0.0
666,N468,G1,G1   ,  ,-8.625,33.213,-8.0,0.0,0.0,,2.999301585369501,1.4290000000000003,2.6370000000000005,0.0,0,0.0,10.0,001691_A,STANDARD,10000,,,0,0,,,0.833142354,2.3069737740000003,0.0,201.57664511800004,0.0
667,N470,G2,G2   ,  ,8.625,33.213,-8.0,8.625,-4.675,F_CUT ,17.25,17.25,0.0,0.0,0,0.0,10.0,001691_A,STANDARD,10000,,,0,0,,,11.431848745999998,8.093502072,0.0,1107.322064214,0.0
668,N472,G1,G1   ,  ,10.054,30.576,-8.0,0.0,0.0,F_RET ,2.999301585369501,1.4290000000000003,2.6370000000000005,0.0,0,0.0,10.0,001691_A,STANDARD,10000,,,0,0,,,0.851198068,2.183426004,0.0,207.76010135,0.0
669,N474,G1,G1   ,  ,14.811,28.538,-8.0,0.0,0.0,,5.175180479944636,4.757,2.0380000000000003,0.0,0,0.0,10.0,001691_A,STANDARD,10000,,,0,0,,,3.335148996,1.453371056,0.0,305.587615882,0.0
670,N476,G1,G1   ,  ,14.811,28.538,-5.0,0.0,0.0,,0.0,0.0,0.0,3.0,0,0.0,10.0,001691_A,STANDARD,10000,,,0,0,,,0.0,0.0,12.021423597999997,200.91197392200002,0.0
671,N478,G0,G0   ,  ,14.811,28.538,5.0,0.0,0.0,,0.0,0.0,0.0,10.0,0,0.0,10.0,001691_A,STANDARD,10000,,,0,0,,,0.0,0.0,43.954999662,199.11937588000004,0.0
672,,MSG,   ,  ,14.811,28.538,5.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,10.0,001691_A,FLOOR_WALL_1,10000,,,0,0,,"MSG(""FLOOR_WALL_1 , Tool : 001691_A"")",0.0,0.0,0.0,4.91453851,0.0
673,N486,G0,G0   ,  ,11.043,-48.541000000000004,5.0,0.0,0.0,,77.17104421348724,3.7680000000000007,77.07900000000001,0.0,0,0.0,10.0,001691_A,FLOOR_WALL_1,10000,,,0,0,,,1.733348902,172.74898085200005,0.0,453.02377123800005,0.0
674,N488,G0,G0   ,  ,11.043,-48.541000000000004,-7.6,0.0,0.0,,0.0,0.0,0.0,-12.6,0,0.0,10.0,001691_A,FLOOR_WALL_1,10000,,,0,0,,,0.0,0.0,-27.929774148000003,213.80256675,0.0
675,N490,G1,G1   ,  ,11.043,-48.541000000000004,-10.6,0.0,0.0,F_ENG ,0.0,0.0,0.0,-3.0,0,550.0,10.0,001691_A,FLOOR_WALL_1,10000,,,0,0,,,0.0,0.0,-7.603550320000001,303.23105438999994,0.0
676,N492,G1,G1   ,  ,2.8280000000000003,-48.542,-10.6,0.0,0.0,,8.215000060864272,8.215,0.0009999999999976694,0.0,0,550.0,10.0,001691_A,FLOOR_WALL_1,10000,,,0,0,,,4.0238453179999984,0.0,0.0,986.4526150260001,0.0
677,N494,G1,G1   ,  ,-2.8280000000000003,-48.543,-10.6,0.0,0.0,F_CUT ,5.656000088401697,5.656000000000001,0.0009999999999976694,0.0,0,550.0,10.0,001691_A,FLOOR_WALL_1,10000,,,0,0,,,2.855382572,0.0,0.0,679.193250414,0.0
678,N496,G1,G1   ,  ,-11.038,-48.544,-10.6,0.0,0.0,F_RET ,8.21000006090134,8.21,0.0009999999999976694,0.0,0,550.0,10.0,001691_A,FLOOR_WALL_1,10000,,,0,0,,,4.05221861,0.0,0.0,801.65388214,0.0
679,N498,G1,G1   ,  ,-11.038,-48.544,-7.6,0.0,0.0,,0.0,0.0,0.0,3.0,0,550.0,10.0,001691_A,FLOOR_WALL_1,10000,,,0,0,,,0.0,0.0,11.75094154,303.00949728,0.0
680,N500,G0,G0   ,  ,-11.038,-48.544,-4.6,0.0,0.0,,0.0,0.0,0.0,3.0,0,550.0,10.0,001691_A,FLOOR_WALL_1,10000,,,0,0,,,0.0,0.0,12.388744866,136.07632038399998,0.0
681,N502,G0,G0   ,  ,10.954,-6.341,-4.6,0.0,0.0,,47.58929788303248,21.992,42.202999999999996,0.0,0,550.0,10.0,001691_A,FLOOR_WALL_1,10000,,,0,0,,,23.91350809,80.48350825600001,0.0,351.26865418200003,0.0
682,N504,G0,G0   ,  ,10.954,-6.341,-7.6,0.0,0.0,,0.0,0.0,0.0,-3.0,0,550.0,10.0,001691_A,FLOOR_WALL_1,10000,,,0,0,,,0.0,0.0,-7.45328262,136.962548642,0.0
683,N506,G1,G1   ,  ,10.954,-6.341,-10.6,0.0,0.0,F_ENG ,0.0,0.0,0.0,-3.0,0,550.0,10.0,001691_A,FLOOR_WALL_1,10000,,,0,0,,,0.0,0.0,-7.580175334,307.52120476999994,0.0
684,N508,G1,G1   ,  ,2.8280000000000003,-6.3420000000000005,-10.6,0.0,0.0,,8.12600006153089,8.126000000000001,0.001000000000000334,0.0,0,550.0,10.0,001691_A,FLOOR_WALL_1,10000,,,0,0,,,4.0651155339999985,0.0,0.0,935.4944903119999,0.0
685,N510,G1,G1   ,  ,-2.8280000000000003,-6.343,-10.6,0.0,0.0,F_CUT ,5.656000088401697,5.656000000000001,0.0009999999999994458,0.0,0,550.0,10.0,001691_A,FLOOR_WALL_1,10000,,,0,0,,,2.92502607,0.0,0.0,642.596051752,0.0
686,N512,G1,G1   ,  ,-10.955,-6.343999999999999,-10.6,0.0,0.0,F_RET ,8.127000061523317,8.126999999999999,0.0009999999999994458,0.0,0,550.0,10.0,001691_A,FLOOR_WALL_1,10000,,,0,0,,,4.013527788,0.0,0.0,750.252643284,0.0
687,N514,G1,G1   ,  ,-10.955,-6.343999999999999,-7.6,0.0,0.0,,0.0,0.0,0.0,3.0,0,550.0,10.0,001691_A,FLOOR_WALL_1,10000,,,0,0,,,0.0,0.0,11.787673674,293.62353443199993,0.0
688,N516,G0,G0   ,  ,-10.955,-6.343999999999999,5.0,0.0,0.0,,0.0,0.0,0.0,12.6,0,550.0,10.0,001691_A,FLOOR_WALL_1,10000,,,0,0,,,0.0,0.0,56.126691044,207.39755345199998,0.0
689,,MSG,   ,  ,-10.955,-6.343999999999999,5.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,550.0,10.0,001691_A,FLOOR_WALL_IPW_COPY,10000,,,0,0,,"MSG(""FLOOR_WALL_IPW_COPY , Tool : 001691_A"")",0.0,0.0,0.0,4.813830752,0.0
690,N524,G0,G0   ,  ,-12.603,-4.092,5.0,0.0,0.0,,2.7905927685708636,1.6479999999999997,2.252,0.0,0,550.0,10.0,001691_A,FLOOR_WALL_IPW_COPY,10000,,,0,0,,,1.01627895,2.208135544,0.0,147.254881334,0.0
691,N526,G0,G0   ,  ,-12.603,-4.092,2.0,0.0,0.0,,0.0,0.0,0.0,-3.0,0,550.0,10.0,001691_A,FLOOR_WALL_IPW_COPY,10000,,,0,0,,,0.0,0.0,-7.363121934,142.96473090999996,0.0
692,N528,G0,G0   ,  ,-12.603,-4.092,-7.3,0.0,0.0,,0.0,0.0,0.0,-9.3,0,550.0,10.0,001691_A,FLOOR_WALL_IPW_COPY,10000,,,0,0,,,0.0,0.0,-21.211134068,196.72253124,0.0
693,N530,G1,G1   ,  ,-12.603,-4.092,-10.3,0.0,0.0,F_ENG ,0.0,0.0,0.0,-3.000000000000001,0,1000.0,10.0,001691_A,FLOOR_WALL_IPW_COPY,10000,,,0,0,,,0.0,0.0,-7.576836117999999,208.86788667200005,0.0
694,N532,G1,G1   ,  ,-9.826,-5.7589999999999995,-10.3,0.0,0.0,,3.2389223516472256,2.7769999999999992,1.6669999999999998,0.0,0,1000.0,10.0,001691_A,FLOOR_WALL_IPW_COPY,10000,,,0,0,,,1.7668809639999998,1.224246092,0.0,217.508612156,0.0
695,N534,G1,G1   ,  ,-1.905,-10.515,-10.3,0.0,0.0,F_CUT ,9.23914373738173,7.921,4.756000000000001,0.0,0,1000.0,10.0,001691_A,FLOOR_WALL_IPW_COPY,10000,,,0,0,,,5.109768172000001,3.6615066439999997,0.0,578.545918698,0.0
696,N536,G2,G2,  ,1.905,-10.514000000000001,-10.3,1.905,3.1719999999999997,,3.8100001312335934,3.81,0.0009999999999994458,0.0,0,1000.0,10.0,001691_A,FLOOR_WALL_IPW_COPY,10000,,,0,0,,,2.576808852,0.6963601979999999,0.0,309.15267045,0.0
697,N538,G1,G1   ,  ,9.797,-5.776,-10.3,0.0,0.0,,9.205015372067557,7.892,4.738000000000001,0.0,0,1000.0,10.0,001691_A,FLOOR_WALL_IPW_COPY,10000,,,0,0,,,5.586954982000001,3.86142939,0.0,544.990094302,0.0
698,N540,G1,G1   ,  ,12.536,-4.132,-10.3,0.0,0.0,F_RET ,3.194504186880962,2.738999999999999,1.6440000000000001,0.0,0,1000.0,10.0,001691_A,FLOOR_WALL_IPW_COPY,10000,,,0,0,,,1.885532814,1.2826504840000001,0.0,215.494457026,0.0
699,N542,G1,G1   ,  ,12.536,-4.132,-7.3,0.0,0.0,,0.0,0.0,0.0,3.000000000000001,0,1000.0,10.0,001691_A,FLOOR_WALL_IPW_COPY,10000,,,0,0,,,0.0,0.0,11.998048608,199.965321,0.0
700,N544,G0,G0   ,  ,12.536,-4.132,-4.867,0.0,0.0,,0.0,0.0,0.0,2.433,0,1000.0,10.0,001691_A,FLOOR_WALL_IPW_COPY,10000,,,0,0,,,0.0,0.0,9.961085147999999,130.59781844,0.0
701,N546,G0,G0   ,  ,-9.817,-5.763999999999999,-4.867,0.0,0.0,,22.412497250418127,22.353,1.6319999999999997,0.0,0,1000.0,10.0,001691_A,FLOOR_WALL_IPW_COPY,10000,,,0,0,,,24.037318714,1.1523637539999998,0.0,295.436274024,0.0
702,N548,G0,G0   ,  ,-9.817,-5.763999999999999,-11.0,0.0,0.0,,0.0,0.0,0.0,-6.133,0,1000.0,10.0,001691_A,FLOOR_WALL_IPW_COPY,10000,,,0,0,,,0.0,0.0,-14.519208257999999,170.357240646,0.0
